Id,Label,timeset,lat,lng,provinz,background_map_node
bckm_13911,,,3.932222,73.465546,,true
bckm_13912,,,3.940555,73.48027,,true
bckm_13913,,,3.933055,73.473877,,true
bckm_13914,,,3.995555,72.709717,,true
bckm_13915,,,4.000833,72.697754,,true
bckm_13916,,,4.003611,72.707764,,true
bckm_13917,,,3.995555,72.709717,,true
bckm_13918,,,4.093611,73.512207,,true
bckm_13919,,,4.096388,73.501938,,true
bckm_13920,,,4.106943,73.503052,,true
bckm_13921,,,4.093611,73.512207,,true
bckm_13922,,,4.164165,73.503601,,true
bckm_13923,,,4.174999,73.491089,,true
bckm_13924,,,4.17861,73.505264,,true
bckm_13925,,,4.164165,73.503601,,true
bckm_13926,,,4.191387,73.5186,,true
bckm_13927,,,4.176388,73.51915,,true
bckm_13928,,,4.182221,73.511383,,true
bckm_13929,,,4.191387,73.5186,,true
bckm_13930,,,4.26861,72.959717,,true
bckm_13931,,,4.261666,72.977768,,true
bckm_13932,,,4.262221,72.962494,,true
bckm_13933,,,4.26861,72.959717,,true
bckm_13934,,,4.877776,72.969711,,true
bckm_13935,,,4.898055,72.970261,,true
bckm_13936,,,4.901111,72.98027,,true
bckm_13937,,,4.877776,72.969711,,true
bckm_13938,,,5.27361,73.589706,,true
bckm_13939,,,5.277499,73.56694,,true
bckm_13940,,,5.286943,73.589706,,true
bckm_13941,,,5.27361,73.589706,,true
bckm_13942,,,5.36111,73.320267,,true
bckm_13943,,,5.365276,73.314987,,true
bckm_13944,,,5.366666,73.333603,,true
bckm_13945,,,5.36111,73.320267,,true
bckm_13946,,,5.385555,73.635269,,true
bckm_13947,,,5.420833,73.620255,,true
bckm_13948,,,5.412777,73.637497,,true
bckm_13949,,,5.385555,73.635269,,true
bckm_13950,,,5.709722,73.384155,,true
bckm_13951,,,5.741943,73.387772,,true
bckm_13952,,,5.72861,73.392761,,true
bckm_13953,,,5.709722,73.384155,,true
bckm_13954,,,5.76111,72.991364,,true
bckm_13955,,,5.758888,72.981659,,true
bckm_13956,,,5.771666,72.981659,,true
bckm_13957,,,5.76111,72.991364,,true
bckm_13958,,,5.827222,73.436371,,true
bckm_13959,,,5.827222,73.429703,,true
bckm_13960,,,5.849166,73.451096,,true
bckm_13961,,,5.827222,73.436371,,true
bckm_13962,,,5.850832,72.968872,,true
bckm_13963,,,5.847499,72.964996,,true
bckm_13964,,,5.867777,72.961105,,true
bckm_13965,,,5.850832,72.968872,,true
bckm_13966,,,5.902222,73.433044,,true
bckm_13967,,,5.90361,73.423599,,true
bckm_13968,,,5.911666,73.422211,,true
bckm_13969,,,5.902222,73.433044,,true
bckm_13970,,,5.955277,73.398331,,true
bckm_13971,,,5.971388,73.379425,,true
bckm_13972,,,5.96861,73.393326,,true
bckm_13973,,,5.955277,73.398331,,true
bckm_13974,,,5.960833,72.933319,,true
bckm_13975,,,5.954999,72.928314,,true
bckm_13976,,,5.971944,72.926086,,true
bckm_13977,,,5.960833,72.933319,,true
bckm_13978,,,6.185276,73.270538,,true
bckm_13979,,,6.175277,73.2686,,true
bckm_13980,,,6.193054,73.269989,,true
bckm_13981,,,6.185276,73.270538,,true
bckm_13982,,,6.231943,73.248032,,true
bckm_13983,,,6.227499,73.2397,,true
bckm_13984,,,6.23611,73.234711,,true
bckm_13985,,,6.231943,73.248032,,true
bckm_13986,,,6.317499,73.204437,,true
bckm_13987,,,6.324721,73.190811,,true
bckm_13988,,,6.327499,73.20166,,true
bckm_13989,,,6.317499,73.204437,,true
bckm_13990,,,6.429166,73.050262,,true
bckm_13991,,,6.429999,73.040817,,true
bckm_13992,,,6.444165,73.041367,,true
bckm_13993,,,6.429166,73.050262,,true
bckm_13994,,,6.661388,73.06749,,true
bckm_13995,,,6.657499,73.059982,,true
bckm_13996,,,6.672776,73.068054,,true
bckm_13997,,,6.661388,73.06749,,true
bckm_13998,,,6.696943,73.101089,,true
bckm_13999,,,6.697221,73.093323,,true
bckm_14000,,,6.715555,73.102478,,true
bckm_14001,,,6.696943,73.101089,,true
bckm_14002,,,6.726388,73.136932,,true
bckm_14003,,,6.733888,73.12915,,true
bckm_14004,,,6.784165,73.161926,,true
bckm_14005,,,6.726388,73.136932,,true
bckm_14006,,,6.8325,73.181366,,true
bckm_14007,,,6.828888,73.20166,,true
bckm_14008,,,6.81861,73.184143,,true
bckm_14009,,,6.8325,73.181366,,true
bckm_14010,,,6.883611,73.205261,,true
bckm_14011,,,6.889443,73.195526,,true
bckm_14012,,,6.926388,73.209991,,true
bckm_14013,,,6.883611,73.205261,,true
bckm_14014,,,6.947498,73.198868,,true
bckm_14015,,,6.951111,73.19165,,true
bckm_14016,,,6.97861,73.193588,,true
bckm_14017,,,6.947498,73.198868,,true
bckm_14018,,,7.012221,72.985535,,true
bckm_14019,,,7.011666,72.97998,,true
bckm_14020,,,7.029444,72.974991,,true
bckm_14021,,,7.012221,72.985535,,true
bckm_14022,,,7.081666,72.916092,,true
bckm_14023,,,7.093055,72.902771,,true
bckm_14024,,,7.094999,72.911926,,true
bckm_14025,,,7.081666,72.916092,,true
bckm_14026,,,18.322779,-114.742783,,true
bckm_14027,,,18.332777,-114.80307,,true
bckm_14028,,,18.353334,-114.723892,,true
bckm_14029,,,18.322779,-114.742783,,true
bckm_14030,,,18.400278,-87.372787,,true
bckm_14031,,,18.503054,-87.33168,,true
bckm_14032,,,18.453333,-87.32695,,true
bckm_14033,,,18.400278,-87.372787,,true
bckm_14034,,,18.64139,-87.251678,,true
bckm_14035,,,18.627779,-87.259445,,true
bckm_14036,,,18.733889,-87.265015,,true
bckm_14037,,,18.64139,-87.251678,,true
bckm_14038,,,18.639166,-91.828613,,true
bckm_14039,,,18.753611,-91.646118,,true
bckm_14040,,,18.770555,-91.523895,,true
bckm_14041,,,18.639166,-91.828613,,true
bckm_14042,,,18.721109,-110.926117,,true
bckm_14043,,,18.768332,-111.071404,,true
bckm_14044,,,18.865,-111.003342,,true
bckm_14045,,,18.721109,-110.926117,,true
bckm_14046,,,19.308054,-110.78862,,true
bckm_14047,,,19.271387,-110.835854,,true
bckm_14048,,,19.341665,-110.813339,,true
bckm_14049,,,19.308054,-110.78862,,true
bckm_14050,,,20.585554,-86.732788,,true
bckm_14051,,,20.256388,-87,,true
bckm_14052,,,20.539446,-86.938904,,true
bckm_14053,,,20.585554,-86.732788,,true
bckm_14054,,,21.197222,-86.701401,,true
bckm_14055,,,21.24,-86.738892,,true
bckm_14056,,,21.28639,-86.749176,,true
bckm_14057,,,21.197222,-86.701401,,true
bckm_14058,,,21.255278,-106.195557,,true
bckm_14059,,,21.336668,-106.265007,,true
bckm_14060,,,21.33861,-106.19751,,true
bckm_14061,,,21.255278,-106.195557,,true
bckm_14062,,,21.420832,-106.386673,,true
bckm_14063,,,21.450277,-106.511398,,true
bckm_14064,,,21.498888,-106.335564,,true
bckm_14065,,,21.420832,-106.386673,,true
bckm_14066,,,21.513056,-106.515007,,true
bckm_14067,,,21.688334,-106.645844,,true
bckm_14068,,,21.690832,-106.530006,,true
bckm_14069,,,21.513056,-106.515007,,true
bckm_14070,,,21.752501,-106.656403,,true
bckm_14071,,,21.741388,-106.675293,,true
bckm_14072,,,21.816389,-106.670563,,true
bckm_14073,,,21.752501,-106.656403,,true
bckm_14074,,,22.682501,-97.818893,,true
bckm_14075,,,22.697222,-97.830841,,true
bckm_14076,,,22.774168,-97.78418,,true
bckm_14077,,,22.682501,-97.818893,,true
bckm_14078,,,22.791388,-97.773056,,true
bckm_14079,,,22.804998,-97.781403,,true
bckm_14080,,,22.834166,-97.760284,,true
bckm_14081,,,22.791388,-97.773056,,true
bckm_14082,,,24.135,-109.784447,,true
bckm_14083,,,24.187498,-109.871399,,true
bckm_14084,,,24.368891,-109.915558,,true
bckm_14085,,,24.135,-109.784447,,true
bckm_14086,,,24.378054,-111.532501,,true
bckm_14087,,,24.351389,-111.494743,,true
bckm_14088,,,24.371946,-111.670288,,true
bckm_14089,,,24.378054,-111.532501,,true
bckm_14090,,,24.331667,-111.705841,,true
bckm_14091,,,24.532499,-112.016678,,true
bckm_14092,,,24.541113,-111.836937,,true
bckm_14093,,,24.331667,-111.705841,,true
bckm_14094,,,24.400835,-110.328056,,true
bckm_14095,,,24.58,-110.401947,,true
bckm_14096,,,24.484446,-110.300003,,true
bckm_14097,,,24.400835,-110.328056,,true
bckm_14098,,,24.882223,-110.536957,,true
bckm_14099,,,25.093889,-110.705002,,true
bckm_14100,,,25.033888,-110.578903,,true
bckm_14101,,,24.882223,-110.536957,,true
bckm_14102,,,24.519167,-112.046112,,true
bckm_14103,,,24.809999,-112.252792,,true
bckm_14104,,,25.281111,-112.133621,,true
bckm_14105,,,24.844999,-112.202507,,true
bckm_14106,,,24.519167,-112.046112,,true
bckm_14107,,,25.42861,-108.842789,,true
bckm_14108,,,25.372221,-108.789169,,true
bckm_14109,,,25.438334,-109.011124,,true
bckm_14110,,,25.42861,-108.842789,,true
bckm_14111,,,25.594999,-110.796951,,true
bckm_14112,,,25.6425,-110.825287,,true
bckm_14113,,,25.695833,-110.808327,,true
bckm_14114,,,25.594999,-110.796951,,true
bckm_14115,,,25.844999,-111.19751,,true
bckm_14116,,,26.038889,-111.191391,,true
bckm_14117,,,26.074446,-111.08667,,true
bckm_14118,,,25.844999,-111.19751,,true
bckm_14119,,,27.309999,-110.546112,,true
bckm_14120,,,27.336111,-110.597504,,true
bckm_14121,,,27.415277,-110.590286,,true
bckm_14122,,,27.309999,-110.546112,,true
bckm_14123,,,27.738333,-114.220001,,true
bckm_14124,,,27.816668,-114.323898,,true
bckm_14125,,,27.814444,-114.24501,,true
bckm_14126,,,27.738333,-114.220001,,true
bckm_14127,,,28.027498,-115.173889,,true
bckm_14128,,,28.138334,-115.326683,,true
bckm_14129,,,28.370554,-115.240837,,true
bckm_14130,,,28.027498,-115.173889,,true
bckm_14131,,,28.593611,-112.76001,,true
bckm_14132,,,28.683889,-112.885834,,true
bckm_14133,,,28.644167,-112.796402,,true
bckm_14134,,,28.593611,-112.76001,,true
bckm_14135,,,28.670279,-112.58168,,true
bckm_14136,,,28.727221,-112.603622,,true
bckm_14137,,,28.735834,-112.540848,,true
bckm_14138,,,28.670279,-112.58168,,true
bckm_14139,,,28.881666,-118.289169,,true
bckm_14140,,,29.147779,-118.404167,,true
bckm_14141,,,29.195276,-118.310013,,true
bckm_14142,,,28.881666,-118.289169,,true
bckm_14143,,,28.773333,-112.261948,,true
bckm_14144,,,28.878332,-112.564178,,true
bckm_14145,,,29.23361,-112.34584,,true
bckm_14146,,,28.773333,-112.261948,,true
bckm_14147,,,29.019724,-113.135559,,true
bckm_14148,,,29.425833,-113.592215,,true
bckm_14149,,,29.583612,-113.588623,,true
bckm_14150,,,29.019724,-113.135559,,true
bckm_14151,,,31.690554,-114.650848,,true
bckm_14152,,,31.7125,-114.763634,,true
bckm_14153,,,31.799444,-114.790283,,true
bckm_14154,,,31.690554,-114.650848,,true
bckm_14155,,,31.971071,-113.052887,,true
bckm_14156,,,31.333055,-111.045837,,true
bckm_14157,,,31.333055,-108.208344,,true
bckm_14158,,,31.783335,-108.208618,,true
bckm_14159,,,31.750277,-106.400848,,true
bckm_14160,,,30.572779,-104.900558,,true
bckm_14161,,,29.67111,-104.540009,,true
bckm_14162,,,29.023611,-103.375,,true
bckm_14163,,,29.889444,-102.305847,,true
bckm_14164,,,29.772779,-101.405014,,true
bckm_14165,,,27.570276,-99.505005,,true
bckm_14166,,,26.434999,-99.104736,,true
bckm_14167,,,25.966429,-97.140739,,true
bckm_14168,,,22.600832,-97.889725,,true
bckm_14169,,,20.684999,-97.176117,,true
bckm_14170,,,18.825277,-95.911392,,true
bckm_14171,,,18.522501,-94.802231,,true
bckm_14172,,,18.146666,-94.478897,,true
bckm_14173,,,18.727777,-91.99501,,true
bckm_14174,,,18.383055,-91.814728,,true
bckm_14175,,,18.439444,-91.475006,,true
bckm_14176,,,19.975279,-90.454727,,true
bckm_14177,,,21.031389,-90.327515,,true
bckm_14178,,,21.568888,-88.451401,,true
bckm_14179,,,21.590277,-87.027786,,true
bckm_14180,,,21.151388,-86.772781,,true
bckm_14181,,,19.674723,-87.738892,,true
bckm_14182,,,19.57889,-87.411667,,true
bckm_14183,,,18.190832,-87.847504,,true
bckm_14184,,,18.869444,-88.037506,,true
bckm_14185,,,18.482931,-88.2995,,true
bckm_14186,,,18.482779,-88.377792,,true
bckm_14187,,,17.818888,-89.141953,,true
bckm_14188,,,17.820654,-90.982422,,true
bckm_14189,,,17.256109,-90.983902,,true
bckm_14190,,,17.24111,-91.4375,,true
bckm_14191,,,16.416388,-90.406403,,true
bckm_14192,,,16.088335,-90.441956,,true
bckm_14193,,,16.074999,-91.729172,,true
bckm_14194,,,14.550547,-92.24678,,true
bckm_14195,,,15.174444,-92.772781,,true
bckm_14196,,,16.294443,-94.368057,,true
bckm_14197,,,16.040834,-94.057785,,true
bckm_14198,,,16.196665,-94.724731,,true
bckm_14199,,,16.318335,-94.578064,,true
bckm_14200,,,16.257776,-94.789734,,true
bckm_14201,,,16.4275,-94.861954,,true
bckm_14202,,,15.64361,-96.47612,,true
bckm_14203,,,15.968611,-97.785004,,true
bckm_14204,,,17.265276,-101.011124,,true
bckm_14205,,,17.977499,-101.950012,,true
bckm_14206,,,18.313612,-103.450012,,true
bckm_14207,,,19.339445,-104.983612,,true
bckm_14208,,,20.386389,-105.680008,,true
bckm_14209,,,20.574167,-105.244171,,true
bckm_14210,,,20.785002,-105.544449,,true
bckm_14211,,,21.437498,-105.189453,,true
bckm_14212,,,22.660276,-105.816963,,true
bckm_14213,,,24.652498,-107.999184,,true
bckm_14214,,,25.07361,-108.042511,,true
bckm_14215,,,25.141111,-108.39418,,true
bckm_14216,,,25.542223,-108.767792,,true
bckm_14217,,,25.52611,-109.108902,,true
bckm_14218,,,25.798334,-108.828056,,true
bckm_14219,,,25.756109,-109.388062,,true
bckm_14220,,,26.283609,-109.103897,,true
bckm_14221,,,27.371111,-110.529715,,true
bckm_14222,,,27.866388,-110.509743,,true
bckm_14223,,,27.938334,-111.10556,,true
bckm_14224,,,28.972502,-112.164726,,true
bckm_14225,,,31.227221,-113.08667,,true
bckm_14226,,,31.968054,-115.031677,,true
bckm_14227,,,30.001112,-114.545288,,true
bckm_14228,,,28.433332,-112.862793,,true
bckm_14229,,,26.661943,-111.858612,,true
bckm_14230,,,26.903055,-111.842215,,true
bckm_14231,,,26.723612,-111.560837,,true
bckm_14232,,,24.337778,-110.660568,,true
bckm_14233,,,24.115835,-110.354172,,true
bckm_14234,,,24.351946,-110.213623,,true
bckm_14235,,,23.468332,-109.410843,,true
bckm_14236,,,22.88611,-110.004997,,true
bckm_14237,,,23.567499,-110.316681,,true
bckm_14238,,,24.756109,-112.087509,,true
bckm_14239,,,25.613054,-112.070847,,true
bckm_14240,,,25.518332,-112.106117,,true
bckm_14241,,,26.272779,-112.396666,,true
bckm_14242,,,26.705557,-113.220291,,true
bckm_14243,,,26.958887,-113.128342,,true
bckm_14244,,,26.736944,-113.597504,,true
bckm_14245,,,27.721109,-114.988892,,true
bckm_14246,,,27.702501,-113.983063,,true
bckm_14247,,,27.865557,-114.310562,,true
bckm_14248,,,28.527224,-114.063606,,true
bckm_14249,,,29.768332,-115.693893,,true
bckm_14250,,,32.535334,-117.122374,,true
bckm_14251,,,32.718458,-114.719093,,true
bckm_14252,,,32.50699,-114.80983,,true
bckm_14253,,,31.971071,-113.052887,,true
bckm_14254,,,27.024443,-109.948898,,true
bckm_14255,,,27.076387,-109.9814,,true
bckm_14256,,,27.091391,-110.034447,,true
bckm_14257,,,27.024443,-109.948898,,true
bckm_14258,,,21.736666,-97.607788,,true
bckm_14259,,,21.859999,-97.685562,,true
bckm_14260,,,21.790277,-97.674179,,true
bckm_14261,,,21.736666,-97.607788,,true
bckm_14262,,,2.318892,104.120241,,true
bckm_14263,,,2.287779,104.15497,,true
bckm_14264,,,2.294168,104.101068,,true
bckm_14265,,,2.318892,104.120241,,true
bckm_14266,,,2.360277,111.370821,,true
bckm_14267,,,2.448057,111.303591,,true
bckm_14268,,,2.781389,111.327478,,true
bckm_14269,,,2.680002,111.383883,,true
bckm_14270,,,2.495279,111.376925,,true
bckm_14271,,,2.376112,111.413881,,true
bckm_14272,,,2.360277,111.370821,,true
bckm_14273,,,2.705278,104.171083,,true
bckm_14274,,,2.895002,104.171915,,true
bckm_14275,,,2.729723,104.221628,,true
bckm_14276,,,2.705278,104.171083,,true
bckm_14277,,,4.169722,117.726648,,true
bckm_14278,,,4.174044,117.903559,,true
bckm_14279,,,4.168337,117.686922,,true
bckm_14280,,,4.169722,117.726648,,true
bckm_14281,,,4.499723,118.681932,,true
bckm_14282,,,4.463614,118.762774,,true
bckm_14283,,,4.441111,118.689425,,true
bckm_14284,,,4.499723,118.681932,,true
bckm_14285,,,4.554445,118.509722,,true
bckm_14286,,,4.536112,118.517488,,true
bckm_14287,,,4.529165,118.499422,,true
bckm_14288,,,4.554445,118.509722,,true
bckm_14289,,,4.600832,118.570269,,true
bckm_14290,,,4.670553,118.343874,,true
bckm_14291,,,4.689165,118.478868,,true
bckm_14292,,,4.600832,118.570269,,true
bckm_14293,,,5.259722,115.233049,,true
bckm_14294,,,5.257776,115.158335,,true
bckm_14295,,,5.384722,115.24193,,true
bckm_14296,,,5.259722,115.233049,,true
bckm_14297,,,5.256109,100.288858,,true
bckm_14298,,,5.4625,100.183855,,true
bckm_14299,,,5.427778,100.320253,,true
bckm_14300,,,5.256109,100.288858,,true
bckm_14301,,,5.707224,115.672213,,true
bckm_14302,,,5.728334,115.627764,,true
bckm_14303,,,5.735834,115.654428,,true
bckm_14304,,,5.707224,115.672213,,true
bckm_14305,,,5.812223,118.171923,,true
bckm_14306,,,5.84889,118.178865,,true
bckm_14307,,,5.848333,118.233049,,true
bckm_14308,,,5.812223,118.171923,,true
bckm_14309,,,6.003057,116.05942,,true
bckm_14310,,,6.035833,116.016939,,true
bckm_14311,,,6.039999,116.056643,,true
bckm_14312,,,6.003057,116.05942,,true
bckm_14313,,,6.195276,115.609156,,true
bckm_14314,,,6.204721,115.592745,,true
bckm_14315,,,6.221109,115.607759,,true
bckm_14316,,,6.195276,115.609156,,true
bckm_14317,,,6.416109,99.873293,,true
bckm_14318,,,6.156668,99.813021,,true
bckm_14319,,,6.419722,99.640825,,true
bckm_14320,,,6.416109,99.873293,,true
bckm_14321,,,6.448332,100.65497,,true
bckm_14322,,,6.248888,101.115519,,true
bckm_14323,,,5.631945,101.139688,,true
bckm_14324,,,5.916666,101.569979,,true
bckm_14325,,,5.743334,101.833864,,true
bckm_14326,,,6.236139,102.095232,,true
bckm_14327,,,4.858053,103.409975,,true
bckm_14328,,,2.933889,103.435793,,true
bckm_14329,,,1.365557,104.275805,,true
bckm_14330,,,1.646944,103.959414,,true
bckm_14331,,,1.269529,103.51214,,true
bckm_14332,,,2.841112,101.284975,,true
bckm_14333,,,3.268888,101.29442,,true
bckm_14334,,,3.903891,100.697191,,true
bckm_14335,,,6.424948,100.127115,,true
bckm_14336,,,6.711111,100.214983,,true
bckm_14337,,,6.448332,100.65497,,true
bckm_14338,,,6.742498,117.493593,,true
bckm_14339,,,6.6425,117.466928,,true
bckm_14340,,,6.651388,117.337198,,true
bckm_14341,,,6.742498,117.493593,,true
bckm_14342,,,6.579168,116.789148,,true
bckm_14343,,,6.990278,117.178308,,true
bckm_14344,,,6.635836,117.290819,,true
bckm_14345,,,6.390001,117.738878,,true
bckm_14346,,,5.896112,117.503054,,true
bckm_14347,,,6.061666,118.008883,,true
bckm_14348,,,5.681391,117.960276,,true
bckm_14349,,,5.807501,118.373598,,true
bckm_14350,,,5.344999,119.27582,,true
bckm_14351,,,4.888334,118.140551,,true
bckm_14352,,,4.351667,118.552202,,true
bckm_14353,,,4.169821,117.592058,,true
bckm_14354,,,4.279444,116.049425,,true
bckm_14355,,,4.171946,115.685259,,true
bckm_14356,,,3.040003,115.495531,,true
bckm_14357,,,2.906111,115.139711,,true
bckm_14358,,,2.522501,115.2372,,true
bckm_14359,,,2.248888,114.804705,,true
bckm_14360,,,1.433611,114.562761,,true
bckm_14361,,,1.224722,113.658335,,true
bckm_14362,,,1.568056,112.472765,,true
bckm_14363,,,0.998613,111.827211,,true
bckm_14364,,,0.853891,110.555254,,true
bckm_14365,,,1.613054,109.669985,,true
bckm_14366,,,2.073408,109.648569,,true
bckm_14367,,,1.689165,109.928308,,true
bckm_14368,,,1.802221,110.33333,,true
bckm_14369,,,1.343889,111.376925,,true
bckm_14370,,,1.575556,111.000002,,true
bckm_14371,,,2.150835,111.372759,,true
bckm_14372,,,2.152224,111.168589,,true
bckm_14373,,,2.42111,111.223314,,true
bckm_14374,,,2.339094,111.368113,,true
bckm_14375,,,2.368612,111.450274,,true
bckm_14376,,,2.691668,111.444704,,true
bckm_14377,,,3.160555,113.010538,,true
bckm_14378,,,4.59054,114.095079,,true
bckm_14379,,,4.018888,114.6411,,true
bckm_14380,,,4.895796,115.018435,,true
bckm_14381,,,4.820211,115.029131,,true
bckm_14382,,,4.311945,115.343325,,true
bckm_14383,,,4.804998,115.22304,,true
bckm_14384,,,4.903242,115.145784,,true
bckm_14385,,,5.053057,115.546099,,true
bckm_14386,,,5.39889,115.378862,,true
bckm_14387,,,5.56389,115.848879,,true
bckm_14388,,,7.023611,116.762499,,true
bckm_14389,,,6.579168,116.789148,,true
bckm_14390,,,7.314722,117.283335,,true
bckm_14391,,,7.101942,117.066675,,true
bckm_14392,,,7.2875,117.07416,,true
bckm_14393,,,7.314722,117.283335,,true
bckm_14394,,,7.219999,116.872484,,true
bckm_14395,,,7.353334,117.003328,,true
bckm_14396,,,7.26639,117.018885,,true
bckm_14397,,,7.219999,116.872484,,true
bckm_14398,,,-26.058613,32.954437,,true
bckm_14399,,,-26.040836,32.895271,,true
bckm_14400,,,-25.972778,32.980553,,true
bckm_14401,,,-26.058613,32.954437,,true
bckm_14402,,,-21.685001,35.488327,,true
bckm_14403,,,-21.783337,35.435555,,true
bckm_14404,,,-21.523891,35.479439,,true
bckm_14405,,,-21.685001,35.488327,,true
bckm_14406,,,-16.413334,39.901382,,true
bckm_14407,,,-16.363056,39.810829,,true
bckm_14408,,,-16.278057,39.861382,,true
bckm_14409,,,-16.413334,39.901382,,true
bckm_14410,,,-11.031946,40.500832,,true
bckm_14411,,,-12.760834,40.646942,,true
